Datein,FR(m3/dia),BODin (ppm),CODin (ppm),SSin(ppm),pHin,NAmin(ppm),NNin (ppm),Pin (ppm),Colin(ppm),Tin(°C),Condin L1,RF(mm),Pulp(ton/dia),Pap (ton/dia),,Dateout,BODout(ppm),CODout (ppm),SSout(ppm),Colout(ppm),Tout(°C),Condout,FRout(m3/dia)
9/3/1999,63331,,,,"7,21","4,3","1,4",,509,"45,5",1416,"0,0","882,397","1125,9",,9/3/1999,,,,530,34,1789,63331
9/4/1999,64929,,,,"7,32","4,3","1,4",,474,"45,5",1187,"0,0","883,144","1102,2",,9/4/1999,,,,507,34,1659,64929
9/5/1999,63101,,,,"7,28",,,,488,"45,5",1326,"0,0","933,248","1127,4",,9/5/1999,,,,511,33,1411,63101
9/6/1999,64594,,,,"7,28",,,,483,46,1386,"0,0","906,177","1152,1",,9/6/1999,,,,469,35,1427,64594
9/7/1999,63569,237,550,112,"7,54",,,,514,47,1590,"0,0","958,858","1172,7",,9/7/1999,73,294,,513,34,1340,63569
9/8/1999,64062,193,577,195,"7,21","2,9",,,458,"46,5",1570,"0,0","889,052","1049,6",,9/8/1999,69,305,48,507,35,1521,64062
9/9/1999,73379,222,579,56,"7,12","3,4",,,444,44,1512,"47,2","1003,096","1135,6",,9/9/1999,65,284,,444,34,1533,75826
9/10/1999,65188,194,550,120,"7,28","3,2",,"1,48",485,45,1449,"0,6","787,066",904,,9/10/1999,54,289,,488,33,1451,65219
9/11/1999,64804,184,475,100,"7,17",,,,471,45,1260,"0,0","896,776","1131,6",,9/11/1999,54,273,,471,"33,5",1410,64804
9/12/1999,70187,148,540,63,"7,12",,,,506,,1310,"28,2","923,241","1144,4",,9/12/1999,59,274,,444,33,1370,71649
9/13/1999,61162,233,570,96,"7,09","4,3",1,,483,45,1434,"0,2","909,264","1155,5",,9/13/1999,68,269,,476,33,1388,61172
9/14/1999,59430,265,604,173,"10,05","5,6","0,87",,512,45,1625,"0,1","859,674","1014,4",,9/14/1999,64,270,,512,"33,5",1539,59435
9/15/1999,58906,263,615,217,"8,19","5,8",,,474,45,1272,"8,7","776,406","910,3",,9/15/1999,64,304,48,474,34,1398,59357
9/16/1999,58846,270,635,257,"6,98","4,3",,,543,45,1312,"0,0","776,183","932,3",,9/16/1999,66,295,,491,33,1570,58846
9/17/1999,63970,251,579,155,"7,28","4,4","1,38",,516,45,1440,"0,0","860,725","976,9",,9/17/1999,65,296,,432,34,1510,63970
9/18/1999,65639,247,623,178,"7,24",,,,524,,1430,"0,0","981,842","1087,3",,9/18/1999,62,293,,473,33,1480,65639
9/19/1999,63468,212,611,83,"7,1",,,,482,,1424,"0,0","946,312","1081,9",,9/19/1999,76,372,,496,36,1565,63468
9/20/1999,64148,193,572,172,"7,32","2,2",,"1,4",494,47,1398,"0,0","913,591","1065,9",,9/20/1999,88,351,,484,35,1475,64148
9/21/1999,64543,223,623,195,"7,1","0,7",,"1,13",504,48,1299,"4,4","987,022",1021,,9/21/1999,100,379,,504,36,1496,64771
9/22/1999,62865,213,596,49,"6,88","2,4",,,526,47,1431,"0,0","1021,846","1171,1",,9/22/1999,79,329,53,485,35,1513,62865
9/23/1999,61056,256,622,50,"6,81","3,1",,,492,46,1511,"0,0","913,342","1086,8",,9/23/1999,78,284,,500,36,1531,61056
9/24/1999,64762,225,533,243,"7,12","2,9",,"1,56",491,46,1609,"0,0","928,519","1079,8",,9/24/1999,66,315,,536,"33,5",1506,64762
9/25/1999,64078,260,585,166,"6,72",,,,488,48,1296,"0,0","984,342","1094,1",,9/25/1999,71,294,,499,33,1410,64078
9/26/1999,64584,188,565,186,"7,03",,,,495,47,1403,"0,0","984,78","1142,3",,9/26/1999,65,304,,489,33,1724,64584
9/27/1999,65559,249,557,159,"6,93","4,3","0,73",,498,47,1360,"0,0","1009,77",1173,,9/27/1999,77,325,,500,35,1510,65559
9/28/1999,64042,249,595,206,"7,1","2,1","0,96",,515,"47,5",1600,"0,0","996,752","1122,7",,9/28/1999,73,308,,503,35,1643,64042
9/29/1999,63232,207,670,88,"7,33","2,8",,,503,"47,5",1610,"0,0","932,184","1025,1",,9/29/1999,65,331,41,497,34,1669,63232
9/30/1999,61875,195,558,62,"6,88",,,,460,47,1410,"0,0","934,724",1034,,9/30/1999,70,306,,490,36,1676,61875
10/1/1999,65674,211,504,51,"7,44","1,1","0,78",,474,48,1488,"0,0","968,75","1088,3",,10/1/1999,63,262,,443,36,1592,65674
10/2/1999,66191,250,552,56,"6,98",,,,464,48,1401,"1,2","1033,379","1125,1",,10/2/1999,60,254,,489,36,1306,66253
10/3/1999,64632,251,640,152,"7,06",,,,505,,1551,"0,0","966,722","1093,8",,10/3/1999,82,308,,497,36,1568,64632
10/4/1999,63500,214,564,101,"6,84","1,4",,"2,15",543,"46,5",1303,"0,0","869,07","968,4",,10/4/1999,77,304,,501,"35,5",1547,63500
10/5/1999,58556,266,630,258,"10,99","2,8",,"0,92",488,,1520,"0,0","464,956","875,5",,10/5/1999,77,341,,574,34,1540,58556
10/6/1999,61461,192,445,119,"9,67","2,2",,,503,39,1390,"0,0","795,676","1049,8",,10/6/1999,68,334,48,501,34,1572,61461
10/7/1999,65957,232,631,172,"7,84","3,7",,,496,46,1724,"0,0","1014,692","1124,1",,10/7/1999,65,289,,504,34,1610,65957
10/8/1999,64181,,,,"7,25",5,,"2,47",496,48,1580,"21,7","1034,584","1190,3",,10/8/1999,,,,496,36,1540,65306
10/9/1999,65375,,,,"7,45",,,,546,"48,5",1647,"0,0","1045,91","1215,3",,10/9/1999,,,,546,35,1567,65375
10/10/1999,59178,,,,"7,24",,,,562,48,1536,"0,0","1000,491","1219,1",,10/10/1999,,,,546,36,1598,59178
10/11/1999,61995,,,,"6,68",,,,544,"48,5",1451,"0,0","948,247","1188,8",,10/11/1999,,,,544,"35,5",1581,61995
10/12/1999,63349,230,625,132,"6,63",,,,502,"48,5",1401,"0,0","942,163","1214,3",,10/12/1999,72,318,,528,36,1412,63349
10/13/1999,64032,236,599,51,"6,87","5,4",,,487,"47,5",1467,"0,0","995,282","1204,5",,10/13/1999,68,322,65,538,36,1590,64032
10/14/1999,62936,294,648,40,"6,37","3,8",,,472,48,1486,"0,0","920,063","1180,9",,10/14/1999,72,362,,513,"36,5",1541,62936
10/15/1999,62606,258,560,16,"6,34","2,9","1,39",,525,48,1250,"0,0","869,914","1071,6",,10/15/1999,86,307,,493,37,1280,62606
10/16/1999,64651,269,577,233,"7,15",,,,525,"48,5",1336,"0,1","949,196","1142,5",,10/16/1999,91,291,,447,37,1276,64656
10/17/1999,69416,237,548,234,"7,12",,,,489,"47,5",1480,"28,4","983,813","1117,5",,10/17/1999,88,287,,489,38,1430,70888
10/18/1999,65768,214,523,105,"6,92","1,4",,,509,"47,5",1488,"0,1","920,219","1084,3",,10/18/1999,64,290,,535,37,1529,65773
10/19/1999,66630,250,514,142,"7,19",2,,,507,48,1442,"0,0","902,367","985,9",,10/19/1999,76,315,,510,36,1466,66630
10/20/1999,64707,224,555,167,"7,31","1,2",,,494,48,1518,"0,0","959,772","1081,8",,10/20/1999,71,306,40,537,36,1487,64707
10/21/1999,62705,201,538,83,"7,16","2,4",,,493,47,1513,"0,0","969,377","1094,9",,10/21/1999,50,268,,470,36,1476,62705
10/22/1999,63857,227,528,142,"7,28","1,1",,"2,02",466,"47,5",1390,"0,0","801,527","973,4",,10/22/1999,56,288,,480,36,1452,63857
10/23/1999,65053,221,548,64,"7,27",,,,439,46,1699,"0,0","845,854","909,8",,10/23/1999,44,276,,446,36,1448,65053
10/24/1999,63439,261,635,168,"7,28",,,,513,46,1453,"0,0","918,426",1084,,10/24/1999,34,278,,444,36,1433,63439
10/25/1999,62775,164,576,197,"7,11",3,"0,99",,488,46,1351,"4,4","884,806","1074,1",,10/25/1999,57,289,,442,"36,5",1410,63003
10/26/1999,61329,195,573,171,"6,84","2,2","0,96",,467,47,1364,"0,1","801,917","1014,2",,10/26/1999,54,283,,501,36,1449,61334
10/27/1999,66128,213,577,123,"7,12","2,6",,,486,46,1299,"17,5","849,245","1040,6",,10/27/1999,52,274,49,444,35,1366,67035
10/28/1999,63513,219,597,22,"7,35","1,7",,,523,46,1470,"0,1","994,375","1094,4",,10/28/1999,44,291,,433,35,1416,63518
10/29/1999,63846,,,,,"1,7","1,32",,656,"46,5",1691,"0,0","871,209","1137,8",,10/29/1999,,,,498,35,1375,63846
10/30/1999,64972,,,,,,,,573,49,1427,"0,0","1035,443","1151,5",,10/30/1999,,,,553,37,1430,64972
10/31/1999,65348,,,,,,,,594,"48,5",1401,"0,0","1105,357","1146,8",,10/31/1999,,,,587,37,1410,65348
11/1/1999,66237,,,,"7,34",,,,539,48,1854,"0,0","954,847","1189,7",,11/1/1999,,,,509,37,1452,66237
11/2/1999,64501,175,545,162,"7,04",,,,528,49,1390,"0,0","908,926","1175,2",,11/2/1999,40,311,,566,36,1430,64501
11/3/1999,62854,222,562,78,"7,03","3,6",,,523,49,1545,"0,0","892,151","1065,5",,11/3/1999,94,352,57,574,36,1580,62854
11/4/1999,68793,203,581,168,"7,15","1,9",,,496,"48,5",1280,"0,0","721,259","875,6",,11/4/1999,64,405,,495,36,1870,68793
11/5/1999,64336,162,492,119,,"3,7",,"1,12",505,47,1078,"8,4","845,292","1052,9",,11/5/1999,83,340,,484,"36,5",1704,64771
11/6/1999,64690,224,649,292,,,,,507,,1490,"0,1","965,503","1112,8",,11/6/1999,57,222,,534,36,1470,64695
11/7/1999,63689,208,582,172,"7,25",,,,521,49,1690,"0,0","991,964",1109,,11/7/1999,58,368,,524,36,1500,63689
11/8/1999,66141,204,540,99,"7,11","2,4","0,84",,528,"48,5",1569,"1,5","988,137","1055,9",,11/8/1999,78,348,,527,36,1564,66219
11/9/1999,68804,164,562,90,"7,2","3,1","0,57",,479,50,1595,"17,3","1049,245","1125,5",,11/9/1999,63,346,,458,37,1614,69701
11/10/1999,67686,198,565,120,"7,2","2,7",,,473,47,1482,"4,9","775,89","834,5",,11/10/1999,83,341,50,473,36,1544,67940
11/11/1999,66463,239,643,245,"7,08","5,2",,,498,"48,5",1771,"0,0","874,826",1034,,11/11/1999,88,359,,482,36,1670,66463
11/12/1999,66420,,,,"7,08","3,5","1,03",,474,"50,5",1386,"7,7","946,684","964,4",,11/12/1999,,,,465,36,1526,66819
11/13/1999,62055,,,,"8,76",,,,490,49,1658,"7,1","985,129","1170,4",,11/13/1999,,,,532,35,1846,62423
11/14/1999,61292,,,,"7,52",,,,512,"50,5",1556,"3,2","924,18","1180,3",,11/14/1999,,,,518,35,1604,61458
11/15/1999,59756,187,518,94,"7,38",,,,445,49,1336,"0,0","944,386","1140,6",,11/15/1999,98,337,,469,35,1351,59756
11/16/1999,62041,207,563,259,"7,32","2,1",,"1,13",457,50,1530,"0,0","960,381","1070,3",,11/16/1999,97,363,,500,35,1638,62041
11/17/1999,62158,201,544,87,"6,97",2,,,503,49,1500,"0,0","945,568","1111,3",,11/17/1999,69,295,55,439,35,1744,62158
11/18/1999,60322,225,628,283,"9,24","4,2",,,559,"49,5",1527,"0,0","900,247",952,,11/18/1999,65,285,,462,35,1686,60322
11/19/1999,61735,232,584,93,"7,33",,,"1,05",523,"49,5",1382,"0,0","952,42","1160,3",,11/19/1999,57,309,,526,35,1562,61735
11/20/1999,62760,248,622,126,"7,18",,,,547,"48,5",1441,"18,7","952,249","1178,5",,11/20/1999,74,310,,528,35,1492,63729
11/21/1999,62547,168,589,103,"6,98",,,,533,50,1504,"0,0","856,468","976,5",,11/21/1999,66,331,,523,35,1439,62547
11/22/1999,62150,228,575,95,"7,43","1,9","0,677",,545,50,1290,"0,1","928,4","1078,5",,11/22/1999,59,311,,547,36,1400,62155
11/23/1999,62117,198,611,174,"7,07","2,3","0,714",,546,50,1321,"0,0","983,727","1146,1",,11/23/1999,56,300,,532,36,1513,62117
11/24/1999,57443,182,,142,"9,14","4,7",,,442,44,1215,"0,9","688,788",888,,11/24/1999,69,,60,561,36,1358,57490
11/25/1999,64008,187,578,89,"7,16",,,,538,48,1533,"0,2","986,249",1118,,11/25/1999,60,312,,523,36,1525,64018
11/26/1999,64607,231,569,139,"7,15","1,9","1,03",,569,49,1719,"15,3","959,111","1167,8",,11/26/1999,59,294,,565,36,1592,65400
11/27/1999,65934,228,628,193,"8,66",,,,533,,1618,"0,0","1007,943","1137,2",,11/27/1999,61,310,,569,36,1624,65934
11/28/1999,65157,167,580,94,"7,15",,,,536,,1427,"0,0","1009,519","1137,1",,11/28/1999,59,365,,584,37,1410,65157
11/29/1999,64550,194,593,86,"7,24","1,1",,"1,68",523,49,1458,"0,0","992,193","1094,3",,11/29/1999,77,346,,557,37,1427,64550
11/30/1999,62674,177,643,147,"7,07","1,6",,"1,38",537,50,1685,"0,0","1001,898","1157,1",,11/30/1999,63,359,,522,37,1740,62674
12/1/1999,44849,202,560,123,"11,44","2,7",,,415,45,2250,"0,0","30,161",867,,12/1/1999,70,372,56,550,37,1613,44849
12/2/1999,59076,242,726,536,"11,62","3,7",,,493,"42,5",3230,"12,9","716,641","822,2",,12/2/1999,61,314,,598,"36,5",1933,62454
12/3/1999,56811,244,652,288,"8,62","5,6",,"1,28",561,48,1838,"5,3","866,825","1102,2",,12/3/1999,67,288,,585,"34,5",1987,58199
12/4/1999,55968,253,701,144,"7,26",,,,502,49,2030,"9,8","974,804","1154,5",,12/4/1999,39,247,,404,36,1880,58534
12/5/1999,56182,235,642,167,"7,15",,,,530,50,2010,"0,0","961,804","1108,6",,12/5/1999,54,290,,428,36,1937,56182
12/6/1999,56232,228,597,235,"7,42","0,56","0,618",,478,50,2000,"7,4","938,845","1101,5",,12/6/1999,73,323,,490,37,2040,58170
12/7/1999,55849,250,596,133,"7,2","2,3","0,883",,509,50,1910,"4,2","891,049","1011,7",,12/7/1999,75,306,,472,37,2080,56949
12/8/1999,59984,218,643,127,"7,53",,,,512,,1945,"7,7","927,256","998,7",,12/8/1999,61,304,47,478,37,2030,62000
12/9/1999,53772,236,612,164,"7,22","1,7",,,532,49,1886,"8,1","977,072","1062,5",,12/9/1999,59,282,,493,37,2010,55893
12/10/1999,65807,241,599,236,"7,16","1,2","0,568",,511,"49,5",1888,"32,0","825,744","1014,8",,12/10/1999,44,288,,497,37,1987,74186
12/11/1999,60065,265,620,248,"7,59",,,,553,,2120,"2,4","984,343","1078,4",,12/11/1999,55,292,,489,37,1963,60693
12/12/1999,59391,271,653,148,"7,49",,,,528,,2340,"8,1","968,546","1090,2",,12/12/1999,53,272,,475,"34,5",1993,61512
12/13/1999,59709,195,637,148,"7,02","1,7",,"1,27",574,48,2050,"11,8","1000,62",1083,,12/13/1999,50,292,,483,"33,5",2200,62799
12/14/1999,61741,206,664,150,"10,42","3,9",,"1,23",548,44,2140,"42,5","914,504","992,4",,12/14/1999,43,316,,405,34,2080,72869
12/15/1999,59925,251,744,206,"8,24",5,,,585,48,1813,"0,2","910,59","1049,8",,12/15/1999,81,380,54,521,34,1993,59977
12/16/1999,62661,219,731,286,"7,26","4,3",,,656,"48,5",1840,"0,0","944,123","996,1",,12/16/1999,93,400,,515,"34,5",1980,62661
12/17/1999,57961,240,644,190,"9,01",,,"1,63",644,49,2060,"0,0","920,542",1188,,12/17/1999,87,381,,562,35,2050,57961
12/18/1999,58206,320,709,187,"7,09",,,,660,,2060,"0,0","1006,334","1171,9",,12/18/1999,78,415,,649,35,2050,58206
12/19/1999,58985,230,728,190,"7,3",,,,599,,1906,"0,0","1011,979","1123,5",,12/19/1999,89,430,,604,"36,5",2090,58985
12/20/1999,56240,252,724,215,"7,21",,"0,87",,580,48,1358,"0,0","412,113","1162,4",,12/20/1999,99,495,,613,"36,5",1732,56240
12/21/1999,59810,270,513,99,"8,78","2,2",,,506,"45,5",1472,"0,0","960,092","1075,3",,12/21/1999,116,418,,544,36,1927,59810
12/22/1999,62000,262,759,72,"7,1","2,6","2,196",,894,"48,5",1876,"5,8","1070,318","1130,1",,12/22/1999,85,419,43,518,36,1811,63519
12/23/1999,62201,314,749,103,"6,9","1,7",,,657,"48,5",1902,"3,1","1100,954","1125,5",,12/23/1999,120,421,,539,"36,5",1795,63013
12/24/1999,60348,301,746,167,"6,68",,,,508,48,1698,"0,0","942,301","1063,9",,12/24/1999,105,413,,706,36,1870,60348
12/25/1999,59794,306,706,156,"6,72",,,,524,,1594,"0,0","1006,9","1068,2",,12/25/1999,94,391,,576,35,1899,59794
12/26/1999,58717,304,782,191,"6,84",,,,550,,1760,"0,0","1017,641","1129,6",,12/26/1999,97,416,,591,35,1880,58717
12/27/1999,62345,271,676,156,"7,79","2,3",,"1,85",563,"48,5",1794,"17,7","943,332","1094,6",,12/27/1999,99,402,,524,37,1955,66979
12/28/1999,59516,223,603,61,"6,89","0,72",,,532,"48,5",1728,"0,1","957,724","1079,3",,12/28/1999,98,376,,532,37,1736,59542
12/29/1999,58799,,621,63,"7,12","1,9",,,570,"48,5",1532,"0,0","894,676","1104,2",,12/29/1999,,389,45,566,37,1739,58799
12/30/1999,58985,,615,,"7,06","1,9",,,583,"48,5",1762,"0,0","901,788","1147,1",,12/30/1999,,324,,580,37,1435,58985
12/31/1999,60260,,552,,"6,99",,,,570,50,,"12,7","961,11","1206,7",,12/31/1999,,308,,558,37,,63585
1/1/2000,66771,267,596,119,"7,19",,,,571,,1819,"47,8","867,295","1087,1",,1/1/2000,95,345,,557,"36,5",1505,79287
1/2/2000,78578,292,600,181,"7,22",,,,582,,1534,"88,3","937,021","1024,5",,1/2/2000,91,323,,533,37,1519,101698
1/3/2000,61036,257,666,171,"7,07","1,4","0,917",,480,46,1399,"15,1","992,233","1108,6",,1/3/2000,90,339,,526,36,1745,64990
1/4/2000,63899,223,647,162,"7,41","1,3",1,,439,47,1856,"27,8","902,232","1022,4",,1/4/2000,74,341,,498,36,1875,71178
1/5/2000,62424,227,594,172,"7,18","2,1",,,518,45,1766,"27,4","923,196","978,6",,1/5/2000,72,338,33,497,36,1938,69598
1/6/2000,56835,233,601,125,"7,06","4,5",,,557,46,1460,"2,6","891,789","1060,9",,1/6/2000,70,323,,506,"35,5",1910,57516
1/7/2000,57709,240,665,101,"7,21","3,8","1,27",,580,47,1334,"15,2","834,234","984,3",,1/7/2000,81,375,,517,36,1739,61689
1/8/2000,57983,240,678,106,"7,23",,,,611,,1495,"0,1","969,745","1094,2",,1/8/2000,83,384,,508,36,1669,58009
1/9/2000,57064,268,697,81,"7,42",,,,510,,1588,"0,0","965,081","1116,5",,1/9/2000,90,418,,568,36,1625,57064
1/10/2000,58266,244,684,77,"6,45","4,2",,"1,13",539,"48,5",1565,"4,4","907,084","1119,2",,1/10/2000,60,311,,598,36,1600,59418
1/11/2000,57189,282,687,123,"9,12","3,9",,"1,5",586,47,1658,"0,0","907,648","1080,9",,1/11/2000,64,326,,569,36,1496,57189
1/12/2000,56559,239,742,128,"7,34",5,,,596,47,1706,"1,1","937,373","1155,3",,1/12/2000,63,323,10,594,"36,5",1642,56847
1/13/2000,54897,259,781,,"7,7","3,4",,,632,"47,5",1706,"24,7","731,08",1024,,1/13/2000,58,342,,538,36,1642,61364
1/14/2000,60609,233,706,242,"7,8","4,2",,"1,91",585,"46,5",1004,"9,0","875,597","1111,5",,1/14/2000,70,363,,545,37,1657,62966
1/15/2000,57738,276,752,214,"7,18",,,"1,09",640,,1611,"2,1","910,845","1167,3",,1/15/2000,74,380,,561,"36,5",1591,58288
1/16/2000,35007,186,692,358,"7,16",,,,502,,1911,"9,2","885,426","1110,7",,1/16/2000,81,380,,628,38,1675,37416
1/17/2000,61367,279,745,173,"7,91","1,4","2,153",,853,,2690,"2,3","823,028","1086,1",,1/17/2000,78,375,,593,38,1726,61969
1/18/2000,60278,241,731,155,"10,4","0,5","0,88",,891,49,1519,"0,1","707,95","887,1",,1/18/2000,58,403,,636,"38,5",1261,60304
1/19/2000,52733,273,725,97,"10,59","3,2",,,834,48,1890,"0,0","508,626","817,2",,1/19/2000,86,423,39,936,38,1708,52733
1/20/2000,51355,210,614,,"8,67","2,6",,,832,47,1295,"0,0","613,49","791,1",,1/20/2000,86,420,,892,37,1982,51355
1/21/2000,54247,270,748,188,"6,86","2,7","1,629",,707,,1441,"0,0","705,233","725,6",,1/21/2000,49,343,,688,37,1818,54247
1/22/2000,52374,237,557,122,"8,04",,,,524,,1270,"0,0","563,209",716,,1/22/2000,64,368,,701,38,1683,52374
1/23/2000,53841,182,520,150,"9,78",,,,539,46,1474,"0,0","588,7","668,7",,1/23/2000,58,371,,675,37,1670,53841
1/24/2000,57406,203,586,90,"6,85","3,3",,"1,09",573,46,1169,"0,0","797,27","771,4",,1/24/2000,47,313,,600,36,1332,57406
1/25/2000,59906,264,647,52,"6,88","4,2",,"1,26",515,"48,5",1198,"8,9","806,884","726,8",,1/25/2000,66,303,,539,36,1132,62236
1/26/2000,57654,206,571,69,"6,46","3,3",,,507,"48,5",1071,"13,1","782,303","754,7",,1/26/2000,62,313,89,557,36,1260,61084
1/27/2000,60019,233,609,109,"7,69","3,2",,,569,"47,5",1132,"8,0","844,329",837,,1/27/2000,54,281,,517,35,1328,62114
1/28/2000,64002,223,575,128,"6,9","2,9",,"2,4",488,49,1390,"0,0","922,129","937,7",,1/28/2000,64,274,,461,36,1257,64002
1/29/2000,59822,278,598,132,"6,86",,,,456,,1277,"0,0","807,269",991,,1/29/2000,87,333,,591,36,1262,59822
1/30/2000,57751,283,725,129,"7,09",,,,505,,1850,"0,0","1010,648","958,7",,1/30/2000,61,295,,548,36,1314,57751
1/31/2000,62610,284,717,69,"6,84","5,6","1,301",,911,49,1600,"10,2","1017,96","1009,4",,1/31/2000,67,283,,446,37,1390,65281
2/1/2000,65015,292,682,84,"6,61","4,2","2,43",,292,"48,5",1322,"40,7","910,26","963,8",,2/1/2000,90,310,,90,37,1567,75672
2/2/2000,62089,229,636,85,"6,48","4,4",,,229,49,1221,"0,1","892,711","1022,3",,2/2/2000,79,330,68,79,37,1370,62115
2/3/2000,60262,291,663,66,"7,06",3,,,291,50,1398,"0,7","949,128",978,,2/3/2000,93,337,,93,37,1421,60445
2/4/2000,61023,245,630,104,"6,76","2,7","2,197",,245,50,,"3,4","1049,662","1184,3",,2/4/2000,62,290,,62,38,,61913
2/5/2000,43714,321,653,130,"6,8",,,,321,,,"2,6","1020,265","1034,4",,2/5/2000,75,324,,75,38,,44395
2/6/2000,47212,273,651,176,"6,63",,,,273,,1564,"0,1","1060,425","1157,6",,2/6/2000,86,338,,86,37,1560,47238
2/7/2000,50994,297,649,117,"6,33","2,3",,"0,82",297,47,1160,"0,0","913,97","1128,4",,2/7/2000,69,308,,69,38,1586,50994
2/8/2000,42518,284,666,134,"6,9","3,4",,"1,49",284,50,1522,"4,8","879,746","1146,4",,2/8/2000,72,294,,72,37,1640,43775
2/9/2000,38717,274,713,306,"7,04","5,1",,,274,49,1424,"23,8","955,019","1169,8",,2/9/2000,61,291,60,61,36,1534,44949
2/10/2000,28858,210,517,164,"8,78","3,3",,,210,"44,5",1259,"40,4","813,437","842,2",,2/10/2000,40,263,,40,36,1307,39436
2/11/2000,29004,268,534,92,"10,57","5,8",,"3,62",268,44,1515,"32,7","954,05","986,8",,2/11/2000,61,289,,61,36,1535,37566
2/12/2000,67308,326,663,325,"7,82",,,,326,43,1427,"46,0","1000,089","1074,9",,2/12/2000,45,246,,45,33,1596,79352
2/13/2000,65427,283,658,457,"7,03",,,,283,,1570,"34,9","992,163","1192,4",,2/13/2000,46,241,,46,"34,5",1506,74565
2/14/2000,59260,254,675,222,"6,56",2,"1,173",,254,47,1495,"0,2","956,667","1067,5",,2/14/2000,66,329,,66,36,1500,59312
2/15/2000,60052,209,662,141,"6,82","5,4","1,88",,209,"47,5",1347,"0,0","1024,168","1160,8",,2/15/2000,64,278,,64,37,1246,60052
2/16/2000,61775,293,789,329,"6,85","2,6",,,293,"48,5",1340,"29,8","899,57","869,1",,2/16/2000,88,302,26,88,37,1461,69578
2/17/2000,61306,247,649,283,"7,27","2,7",,,247,"47,5",1430,"2,1","1038,391",1111,,2/17/2000,76,319,,76,36,1440,61856
2/18/2000,60610,263,676,161,"7,15","1,7","1,09",,263,47,1513,"0,0","1064,436","1231,9",,2/18/2000,65,281,,65,36,1412,60610
2/19/2000,60473,287,645,182,"7,07",,,,287,,1540,"0,0","975,009","1103,7",,2/19/2000,88,286,,88,36,1491,60473
2/20/2000,58192,283,637,111,"7,77",,,,283,,1456,"0,0","868,103","1118,5",,2/20/2000,68,324,,68,36,1554,58192
2/21/2000,56791,251,627,254,"7,11","2,1",,"1,64",251,47,1368,"0,0","808,505","1017,3",,2/21/2000,83,296,,83,36,1583,56791
2/22/2000,54937,247,663,146,"6,84","2,6",,"1,33",247,,1548,"0,0","772,759","1099,8",,2/22/2000,81,310,,81,36,1525,54937
2/23/2000,57002,197,535,229,"9,11","1,35",,,197,,1378,"0,0","533,759","1059,4",,2/23/2000,72,295,13,72,37,1511,57002
2/24/2000,58409,341,843,407,"7,22","3,1",,,341,"46,5",1532,"0,0","831,4","1101,1",,2/24/2000,75,307,,75,35,1483,58409
2/25/2000,57170,234,830,298,"6,74","3,5",,"1,83",234,47,1470,"0,0","1018,583","1207,1",,2/25/2000,77,341,,77,"35,5",1430,57170
2/26/2000,61210,253,712,68,"7,08",,,,253,,1637,"2,0","1089,705","1182,9",,2/26/2000,87,320,,87,35,1465,61734
2/27/2000,61931,271,710,203,"6,99",,,,271,,1664,"7,0","1108,374","1139,8",,2/27/2000,87,369,,87,35,1657,63764
2/28/2000,59279,292,768,189,"7,14","3,1","2,159",,292,48,1437,"7,3","1003,638","955,1",,2/28/2000,149,452,,149,36,1614,61190
2/29/2000,61584,166,630,91,"6,82","2,6","1,544",,166,48,1412,"3,8","1079,667","1100,8",,2/29/2000,75,371,,75,36,1557,62579
3/1/2000,61245,309,768,161,"6,31","3,3",,,309,"47,5",1434,"0,0","844,289","1109,3",,3/1/2000,118,467,47,118,37,1586,61245
3/2/2000,59574,301,728,134,"6,2","3,8",,,301,"48,5",1516,"0,0","967,174","948,7",,3/2/2000,118,513,,118,37,1555,59574
3/3/2000,56432,342,808,,"4,93","3,8","1,85",,342,48,1566,"0,0","1014,898","1099,9",,3/3/2000,105,415,,105,37,1703,56432
3/4/2000,55196,320,776,,"6,6",,,,320,,1822,"0,0","938,178","1079,8",,3/4/2000,69,385,,69,37,1862,55196
3/5/2000,54447,352,762,,"5,93",,,,352,,1769,"0,4","844,214",872,,3/5/2000,83,388,,83,37,1728,54468
3/6/2000,55331,288,427,100,"6,44",,,,288,"47,5",1568,"0,0","955,858","1014,9",,3/6/2000,133,318,,133,37,1689,55331
3/7/2000,59904,363,709,208,"4,22",,,,363,,1382,"23,3","942,897","1126,8",,3/7/2000,133,472,,133,36,1630,61112
3/8/2000,54281,253,698,212,"6,91",,,,253,,1488,"0,6","900,489",1135,,3/8/2000,126,507,59,126,36,1685,54312
3/9/2000,54684,255,743,116,"6,76",1,,,255,"46,5",1428,"0,0","964,77","1090,9",,3/9/2000,109,440,,109,36,1368,54684
3/10/2000,55828,284,656,130,"6,43","3,4",,"1,66",284,47,1424,"10,3","898,372","1046,1",,3/10/2000,85,364,,85,36,1355,56362
3/11/2000,54771,306,661,234,"6,35",,,,306,,1476,"0,0","1018,276","1132,8",,3/11/2000,92,369,,92,35,1613,54771
3/12/2000,55900,365,852,252,"6,82",,,,365,,1560,"0,0","1062,824","1081,2",,3/12/2000,100,399,,100,35,1562,55900
3/13/2000,55785,281,777,240,"6,54","3,8","1,77",,281,46,1534,"0,0","804,814","986,5",,3/13/2000,115,426,,115,35,1528,55785
3/14/2000,55987,265,695,152,"6,88","2,8","0,93",,265,47,1470,"0,0","1034,027","1147,6",,3/14/2000,84,422,,84,36,1579,55987
